ESTADO,MUNICIPIO,LOCALIDAD,RNPA,TITULAR,ESPECIE,AREA,FECHA_INICIO,FECHA_TERMINO
CAMPECHE,CHAMPOTON,VILLAMADERO,403003296,"SOC. COOP. LA CARI'S DE VILLAMADERO, SC DE RL DE CV",PULPO,LITORAL DEL ESTADO DE CAMPECHE.,8/13/2012,8/12/2014
NAYARIT,SANTIAGO IXCUINTLA,MEXCALTITATAN,1806000723,"SOC. COOP. JOSE MARIA MORELOS, SC. DE R.L.DE C",ESCAMA MARINA,"AGUAS NACIONALES DE LAS LAGUNAS LUCERITO,CUATAS, ACHOTA, CELIS, RAMOS,TECOLOTITA,IXTLAHUIT,PATAGONA, BOCA MXTLE, BOCA DEL MUERTO,GUAMUCHIL ETC.",5/3/2012,2/9/2016
NAYARIT,EL NAYAR,CUAUHTEMOC,1804001236,"SOC. COOP. DE PROD. PESQ. Y A. EJIDO CUAUHTEMOC, S.C. DE R.L DE C.V.",ESCAMA DE AGUA DULCE,"AGUAS NACIONALES DEL EMBALSE DE AGUAMILPA, NAYARIT.",6/21/2012,6/20/2017
COLIMA,TECOMAN,TECOMAN,602000192,"SOC. COOP. DE PROD. PESQ. VASO DE AMELIA, S.C.L.",LANGOSTINO,LAGUNA VASO DE AMELA,12/3/2012,12/2/2016
NAYARIT,SAN BLAS,SAN BLAS,1802002038,"SOC. COOP. DE PROD. PESQ. PONCHO SOTO, S.C. DE R.L. DE C.V. ",ESCAMA MARINA,AGUAS NACIONALES DEL LITORAL DEL ESTADO DE NAYARIT,6/21/2012,6/20/2016
GUERRERO ,LA UNION ,JOLUTLA ,1202000020,"SOC. COOP. DE PROD. PESQ. EJIDAL DEL TRACADERO, SC DE RL DE CV ",OSTION DE ROCA,COORDENADAS ,5/17/2011,5/16/2015
GUERRERO,LA UNION ,JOLUTA ,1202000020,"SOC. COOP. DE PROD. PESQ. EJIDAL DEL TRACADERO, SC DE RL DE CV ",ESCAMA ,LITORAL DEL ESTADO  DE GUERRERO ,5/17/2011,5/16/2015
GUERRERO,ACAPULCO DE JUAREZ,LA ZANJA,1201007927,"SOC. COOP. DE PESCADORES LOS TRIUNFADORES, SC DE RL",ESCAMA DE AGUA DULCE,LAGUNA DE TRES PALOS,7/19/2012,7/18/2016
NAYARIT,SAN BLAS,SAN BLAS,1802001816,"SOC. COOP. CERRO DE LA CANTADURIA, S.C. DE  R. L.",ESCAMA MARINA,AGUAS NACIONALES DEL LITORAL DEL ESTADO DE NAYARIT,2/20/2012,2/19/2016
BAJA CALIFORNIA SUR ,COMONDÚ,PTO. SAN CARLOS,311001622,"SOC. COOP. BAJO TESE, S.C. DE R.L.",JAIBA,"BAHIA MAGDALENA, MUNICIPIO DE COMONDU",10/8/2012,10/7/2014
BAJA CALIFORNIA SUR,COMONDÚ,PTO. SAN CARLOS,311001622,"SOC. COOP. BAJO TESE, S.C. DE R.L.",CALAMAR,"LITORAL DEL OCÉANO PACÍFICO, EN LA JURISDICCIÓN DEL MPIO. DE COMONDÚ.",11/30/2012,11/29/2014
BAJA CALIFORNIA SUR ,COMONDÚ,PTO. SAN CARLOS,311001622,"SOC. COOP. BAJO TESE, S.C. DE R.L.",ALMEJA CATARINA ,BAHIA MAGDALENA EN COMONDU,12/10/2012,1/30/2015
BAJA CALIFORNIA SUR,COMONDÚ,PUERTO SAN CARLOS,311001648,"SOC. COOP. ALCATRACES BLANCOS, SC DE RL",CALAMAR,"LITORAL DEL OCÉANO PACÍFICO, EN LA JURISDICCIÓN DEL MPIO. DE COMONDÚ.",8/13/2012,8/12/2014
BAJA CALIFORNIA,MEXICALI,SAN FELIPE,207001611,"SOC DE PESC. RIB. DE SAN FELIPE, SPR RL",CAMARÓN DE ESTERO,AGUAS MARINAS DEL ESTADO DE BAJA CALIFORNIA,9/27/2010,9/26/2014
BAJA CALIFORNIA,MEXICALI,SAN  FELIPE ,207001629,"SOC DE PESC DE PANGAS RIB RUBEN'S, SPR RL",JAIBA,CORDENADAS ,7/29/2011,7/28/2015
CAMPECHE,CALKINI,ISLA ARENA ,408001410,SIXTO REYES PEREZ NARVAEZ,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,6/29/2012,6/28/2014
VERACRUZ ,NAUTLA ,NAUTLA ,3006003051,SILVIANO CERVANTES RIZO,TIBURON,RIBERA DEL GOLFO DE MEXICO DE BOCA BARRA DE LIMA A BARRA DOMINGAL,6/20/2011,6/30/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203008933,SILVIA ARACELI LARA ALEMAN,PULPO,COORDENADAS,4/16/2010,4/15/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203008933,SILVIA ARACELI LARA ALEMAN,ESCAMA MARINA,LITORAL DEL ESTADO DE BAJA CALIFORNIA,4/16/2010,4/15/2014
NAYARIT,SAN BLAS,SAN  BLAS ,1802001238,SILVERIO REGALADO MIRAMONTES,ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE NAYARIT,8/19/2011,8/16/2015
SINALOA,ANGOSTURA,PLAYA COLORADA,2506001169,"S.C.P.P. ESCAMEROS DE LA PLAYA COLORADA, S.C. DE R.L.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE SINALOA,11/26/2012,11/25/2016
SINALOA,MAZATLÁN,MAZATLAN,2508013451,SILVANO DIARTE ALVAREZ,ESCAMA,AGUAS DE JURISDICCION FEDERAL EN EL MUNICIPIO DE MAZATLAN EN EL ESTADO DE SINALOA,8/10/2010,8/9/2014
CAMPECHE,CALKINI,ISLA ARENA,408000990,SEVERINO CAN COLLI,PULPO,LITORAL DEL ESTADO DE CAMPECHE,12/10/2012,12/9/2014
CAMPECHE,CALKINI,ISLA ARENA,408000990,SEVERINO CAN COLLI,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,12/10/2012,12/9/2014
BAJA CALIFORNIA,ENSENADA,SAN QUINTÍN,203014170,"SERVICIOS TURÍSTICOS Y PESCA COMERCIAL LOS VOLCANES, S.P.R. DE R.L.",ESCAMA MARINA,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA ADYACENTES AL ESTADO DE BAJA CALIFORNIA, FUERA DE LA ZONA NÍCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORNIA Y DELTA DEL RIO COLORADO",10/31/2012,10/30/2014
NAYARIT,COMPOSTELA,LA PEÑITA DE JALTEMBA,1801000900,SERVANDO CARRILLO OROZCO,ESCAMA MARINA,AGUAS NACIONALES DEL LITORAL DEL ESTADO DE NAYARIT,8/28/2012,3/24/2015
VERACRUZ,VERACRUZ,VERACRUZ,3011002262,SERGIO RAMON CRUZ,ESCAMA,RIBERA DEL GOLFO DE MEXICO DE PLAYA NORTE A PUNTA DELGADA A PLAYA NORTE,3/15/2012,3/14/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203012117,SERGIO GUILLERMO PALAFOX MALDONADO,ESCAMA MARINA,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO DE LA COSTA OESTE DE BAJA CALIFORNIA,3/1/2012,2/28/2016
BAJA CALIFORNIA SUR,MULEGE,GUERRERO NEGRO,304000540,SERAPIO RAMIREZ OCHOA,CALLO DE HACHA,"LAGUNA OJO LIEBRE, MULEGE, BAJA CALIF. SUR",7/13/2012,7/12/2014
BAJA CALIFORNIA SUR,MULEGE,GUERRERO NEGRO,304000540,SERAPIO RAMIREZ OCHOA,CALAMAR GIGANTE,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL MUNICIPIO DE MULEGE, EN EL ESTADO DE BAJA CALIFORNIA SUR",3/23/2012,3/22/2014
BAJA CALIFORNIA SUR,MULEGE,GUERRERO NEGRO,304000540,SERAPIO RAMIREZ OCHOA,ALMEJA CHOCOLATA,"LAGUNA OJO DE LIEBRE, MPIO DE MULEGE",12/13/2011,1/30/2014
VERACRUZ,BOCA DEL RIO,BOCA DEL RIO,3011012386,SEM SANCHEZ SERRANO,PULPO,RIBERA DEL GOLFO DE MEXICO DE PUNTA CHIVERIA A PLAYA ZAPOTE,4/24/2012,4/23/2014
VERACRUZ,BOCA DEL RIO,BOCA DEL RIO,3011012386,SEM SANCHEZ SERRANO,ESCAMA,RIBERA DEL GOLFO DE MEXICO DE PUNTA CHIVERIA A PLAYA ZAPOTE,4/24/2012,4/23/2014
CAMPECHE,CAMPECHE,SN FCO. DE CAMPECHE,401006374,SELENE GUADALUPE HERRERA CHI,PULPO,LITORAL DEL ESTADO DE CAMPECHE,2/22/2012,2/21/2014
CAMPECHE,CAMPECHE,SN FCO. DE CAMPECHE,401006374,SELENE GUADALUPE HERRERA CHI,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,3/1/2012,2/28/2014
TABASCO,CENTLA,CENTLA,2701002533,SEFERINO RAMIREZ GARCIA,ESCAMA MARINA,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,4/27/2010,4/26/2014
BAJA CALIFORNIA,ENSENADA,SANTO TOMAS,203005301,"SEC. ESP. DE PP. EJ. JUAN ESCUTIA, S.P.R. DE R.L.",ERIZO ROJO,COORDENADAS,11/16/2010,11/15/2014
VERACRUZ,ALVARADO,CONEJO BLANCO,3001008196,SEBASTIAN CANO CANO,LANGOSTINO,RIO PAPALOAPAN DE CONEJOS HASTA LA LAGUNA DE ALVARADO,4/24/2012,4/23/2014
VERACRUZ,ALVARADO,CONEJO BLANCO,3001008196,SEBASTIAN CANO CANO,ESCAMA,RIO PAPALOAPAN DE CONEJOS HASTA LA LAGUNA DE ALVARADO,4/24/2012,4/23/2014
CAMPECHE,CHAMPOTON,CHAMPOTON,404001166,SEBASTIAN ALARCON ZAMUDIO,PULPO,LITORAL DEL ESTADO DE CAMPECHE,7/30/2012,7/29/2014
CAMPECHE,CHAMPOTON,CHAMPOTON,404001166,SEBASTIAN ALARCON ZAMUDIO,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,8/10/2012,8/9/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203012646,"SEA URCHIN PACIFIC, S.P.R. DE R.L.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA,10/26/2012,4/8/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203012646,"SEA URCHIN PACIFIC, S.P.R. DE R.L.",ERIZO ROJO,COORDENADAS,7/1/2010,6/30/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203012646,"SEA URCHIN PACIFIC, S.P.R. DE R.L.",CARACOL PANOCHA,COORDENADAS,4/9/2010,4/8/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203012646,"SEA URCHIN PACIFIC, S.P.R. DE R.L.",CANGREJO,COORDENADAS,10/23/2012,4/8/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203012616,SEA URCHIN PACIFIC SPR DE RL,TIBURON,LITORAL DEL ESTADO DE BAJA CALIFORNIA,6/15/2010,4/30/2014
SINALOA,CHOIX,CHOIX,2503001089,"SCTP LIC. JUAN S. MILLAN LIZARRAGA, S. C. L.",ESCAMA DE AGUA DULCE,AGUAS CONTINENTALESDE LA PRESA LUIS DONALDO COLOSIO MURRIETA EN EL ESTADO DE SINALOA,1/8/2010,1/7/2014
SINALOA,CHOIX,CHOIX,2503001105,"SCTP ING. RENATO VEGA ALVARADO, S. C. L.",ESCAMA DE AGUA DULCE,AGUAS CONTINENTALES DE LA PRESA LIC. LUIS DONALDO COLOSIO MURRIETA EN EL ,5/12/2010,5/11/2014
SINALOA,AHOME,TOPOLOBAMPO,2507005185,"SCRL RESURRECCION DE PESCADORES DE TOPOLOBAMPO, SC DE RL DE CV",JAIBA,"LITORAL DEL OCEANO PACIFICO Y GOLFO DE CALIFORNIA, FRENTE A LAS COSTAS DEL MUNICIPIO DE AHOME, EN EL ESTADO DE SINALOA",6/12/2012,6/11/2014
CAMPECHE,CARMEN,CD. DEL CARMEN,402005086,SCPPYACUAC. ARROYO GRANDE SC DE RL DE CV,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,11/30/2012,11/29/2014
CAMPECHE,CARMEN,CD. DEL CARMEN,402005086,SCPPYACUAC. ARROYO GRANDE SC DE RL DE CV,CAMARÓN SIETE BARBAS,"DEL LUGAR CONOCIDO COMO PUERTO REAL A LA DESEMBOCADURA DEL RIO SAN PEDRO, MUNICIPIO DEL CARMEN, CAMPECHE",11/30/2012,11/29/2014
CAMPECHE,CARMEN,SABANCUY,407000694,"SCPPRB Y SA CAMPESINOS DEL MAR, SC RL DE CV",JAIBA,LITORAL DEL ESTADO DE CAMPECHE,4/2/2012,4/1/2014
CAMPECHE,CARMEN,SABANCUY,407000694,"SCPPRB Y SA CAMPESINOS DEL MAR, SC RL DE CV",ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,4/2/2012,4/1/2014
CAMPECHE,CARMEN,SABANCUY,407000769,"SCPPRB Y S ACUAC. JAIBEROS NUEVO AMANECER, SC DE RL DE CV",JAIBA,LITORAL DEL ESTADO DE CAMPECHE,7/31/2012,7/30/2014
CAMPECHE,CARMEN,EMILIANO ZAPATA,410000475,"SCPPR PESC.RIBEREÑOS DE LA COLONIA, S.C.L.",CAMARÓN SIETE BARBAS,DE PUERTO REAL A LA DESEMBOCADURA DEL RIO SAN PEDRO EN CD. DEL CARMEN CAMPECHE,11/30/2012,11/29/2014
CAMPECHE,CAMPECHE ,CAMPECHE,401003777,"SCPPBYS VENUSTIANO CARRANZA, SCL DE RL",PULPO,LITORAL DEL ESTADO DE CAMPECHE,2/29/2012,2/28/2014
CAMPECHE,CAMPECHE,CAMPECHE ,401003777,"SCPPBYS VENUSTIANO CARRANZA, SCL DE RL",ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,2/29/2012,2/28/2014
CAMPECHE,CARMEN,CD. DEL CARMEN,402005078,SCPPBYS PESC. DE ARROYO GRANDE SC DE RL DE CV,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,11/28/2012,11/27/2014
CAMPECHE,CARMEN,CD. DEL CARMEN,402005078,SCPPBYS PESC. DE ARROYO GRANDE SC DE RL DE CV,CAMARÓN SIETE BARBAS,"DEL LUGAR CONOCIDO COMO PUERTO REAL A LA DESEMBOCADURA DEL RIO SAN PEDRO, MUNICIPIO DEL CARMEN, CAMPECHE",11/28/2012,11/27/2014
CAMPECHE,CHAMPOTON,CHAMPOTON,404001851,SCPPBSP PUNTA XEN SC DE RL,PULPO,LITORAL DEL ESTADO DE CAMPECHE,12/18/2012,10/24/2014
CAMPECHE,CHAMPOTON,CHAMPOTON,404001851,SCPPBSP PUNTA XEN SC DE RL,JAIBA,LITORAL DEL ESTADO DE CAMPECHE,12/18/2012,12/17/2014
CAMPECHE,CHAMPOTON,CHAMPOTON,404001851,SCPPBSP PUNTA XEN SC DE RL,CARACOL,LITORAL DEL ESTADO DE CAMPECHE,12/18/2012,10/24/2014
CAMPECHE,CARMEN,CD. DEL CARMEN,402005409,SCPPBS ACUAC.CAM.ESC. LAGUNA DE PALAO SC. DE RL. DE CV.,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,8/28/2012,8/27/2014
CAMPECHE,CHAMPOTON,CHAMPOTON,404001851,SCPPB Y S PES. PUNTA XEN SC DE RL,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,12/18/2012,10/24/2014
CAMPECHE,CARMEN,ATASTA,410000552,"SCPPAECB YS. ARANA, SC RL CV.",ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,5/24/2012,5/23/2014
CAMPECHE,CARMEN,SABANCUY,407000603,SCPPA B Y S EL SEÑOR DE LAS MARAVILLAS SCL,PULPO,LITORAL DEL ESTADO DE CAMPECHE,11/30/2012,11/29/2014
CAMPECHE,CARMEN,SABANCUY,407000603,SCPPA B Y S EL SEÑOR DE LAS MARAVILLAS SCL,JAIBA,LITORAL DEL ESTADO DE CAMPECHE,11/30/2012,11/29/2014
CAMPECHE,CARMEN,SABANCUY,407000603,SCPPA B Y S EL SEÑOR DE LAS MARAVILLAS SCL,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,11/30/2012,11/29/2014
NAYARIT,SAN BLAS,SAN BLAS,1802001865,"SCPP.Y SERV.PIEDRA DE LA CAMPANA, S.C. DE R.L.DE C",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL ESTADO DE NAYARIT,2/12/2010,2/11/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
SONORA,HUATABAMPO,YAVAROS (ISLAS LA VIEJAS,2609001744,"SCPP. ZIHUATLECOS, SC. DE RL.",CAMARON DE ESTERO,AGIABAMPO AL SIARIC,6/29/2012,6/28/2014
OAXACA,SANTIAGO ASTATA,SANTIAGO ASTATA,2005000029,"SCPP. ZAACHILAC, S. DE R.L. DE C.V.",TIBURON,"LITORAL DEL ESTADO DE OAXACA, COMPRENDE DE BAHIA BAMBA HASTA RIO COPALITA",4/25/2011,4/24/2015
OAXACA,SANTIAGO ASTATA,SANTIAGO ASTATA,2005000029,"SCPP. ZAACHILAC, S. DE R.L. DE C.V.",PULPO,"LITORAL DEL ESTADO DE OAXACA COMPRENDE DE EL LLANO, PUNTA SAN DIEGO, LA BLANCA Y EL CASTILLO",4/25/2011,4/24/2015
OAXACA,SANTIAGO ASTATA,SANTIAGO ASTATA,2005000029,"SCPP. ZAACHILAC, S. DE R.L. DE C.V.",ESCAMA,"LITORAL DEL ESTADO DE OAXACA, COMPRENDE DE BAHIA BAMBA HASTA RIO COPALITA",4/25/2011,4/24/2015
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
SONORA,BENITO JUAREZ,PAREDONCITO,2602009405,"SCPP. Y C ""PAREDONCITO UNIDO"" SCL.",CAMARON DE ESTERO,DEL SIARIC A BAHIA DE LOBOS,4/23/2012,4/22/2014
NAYARIT,TECUALA,B. NOVILLERO,1803000452,"SCPP. Y ACUICOLA PESCADORES NOVIMARINOS, S.C DE R.L. DE C.V.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL ESTADO DE NAYARIT,10/5/2011,10/4/2015
NAYARIT,TECUALA,B. NOVILLERO,1803000452,"SCPP. Y ACUICOLA PESCADORES NOVIMARINOS, S.C DE R.L. DE C.V.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERLA DEL LITORAL DEL ESTADO DE NAYARIT,10/5/2011,10/4/2015
NAYARIT,TECUALA,B. NOVILLERO,1803000452,"SCPP. Y ACUICOLA PESCADORES NOVIMARINOS, S.C DE R.L. DE C.V.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE NAYARIT,10/5/2011,10/4/2015
NAYARIT,TECUALA,B. NOVILLERO,1803000452,"SCPP. Y ACUICOLA PESCADORES NOVIMARINOS, S.C DE R.L. DE C.V.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE NAYARIT,10/5/2011,10/4/2015
NAYARIT,TECUALA,B. NOVILLERO,1803000452,"SCPP. Y ACUICOLA PESCADORES NOVIMARINOS, S.C DE R.L. DE C.V.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE NAYARIT,10/5/2011,10/4/2015
NAYARIT,TECUALA,B. NOVILLERO,1803000452,"SCPP. Y ACUICOLA PESCADORES NOVIMARINOS, S.C DE R.L. DE C.V.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL ESTADO DE NAYARIT,10/5/2011,10/4/2015
NAYARIT,TECUALA ,SAN CAYETANO ,1803000635,SCPP. Y ACUICOLA OSTIONEROS Y CAMARONEROS                             EJIDO DE SAN CAYETANO S.C.L. DE C.V.,CAMARON DE ESTERO,"CUERPOS DE AGUAS DE JURISDICCION FEDERAL LOCALIZADOS DESDE LA DESEMBOCADURA DEL ESTERO TEACAPAN, OTATITOS, LAGUNA JIOTES, LAS MOYAS, LA PILA, EL TONTO, EL BARIATO, LOS CUATES, PAREDONES Y TODA LA BARRA DESDE EL PUENTE DE NOVILLERO HASTA  BOCA DE TEACAPAN ",9/20/2011,9/19/2014
NAYARIT,TECUALA,TECUALA,1803000593,"SCPP. Y ACUICOLA ANDRES SANDOVAL LORA, S.C. DE R.L. DE C.V.",CAMARON DE ESTERO,"AGUAS DE JURISDICCION FEDERAL DE LA LAGUNA EL CERRO, LAGUNA CHAGUIN, PERICOS, ESTERO CHUIGA Y LAGUNA GRANDE EN EL MUNICIPIO DE TECUALA.",9/29/2011,9/28/2015
SONORA,HUATABAMPO,HUATABAMPO,2609001173,"SCPP. Y A. PESCADORES DE HUATABAMPO, SCL.",JAIBA,AGIABAMPO AL SIARIC,4/4/2012,4/3/2014
SONORA,HUATABAMPO,HUATABAMPO,2609001173,"SCPP. Y A. PESCADORES DE HUATABAMPO, SCL.",JAIBA,AGIABAMPO AL SIARIC,4/4/2012,4/3/2014
SONORA,HUATABAMPO,HUATABAMPO,2609001173,"SCPP. Y A. PESCADORES DE HUATABAMPO, SCL.",JAIBA,AGIABAMPO AL SIARIC,4/4/2012,4/3/2014
SONORA,HUATABAMPO,HUATABAMPO,2609001173,"SCPP. Y A. PESCADORES DE HUATABAMPO, SCL.",JAIBA,AGIABAMPO AL SIARIC,4/4/2012,4/3/2014
SONORA,HUATABAMPO,HUATABAMPO,2609001173,"SCPP. Y A. PESCADORES DE HUATABAMPO, SCL.",JAIBA,AGIABAMPO AL SIARIC,4/4/2012,4/3/2014
SONORA,SAN LUIS RIO COLORADO,GOLFO DE SANTA CLARA,2603000544,"SCPP. Y A. MORENO, SC. DE RL.",CURVINA GOLFINA,BAHIA DE ADAIR A LA ZONA DE AMORTIGUAMIENTO DE LA RESERVA DEL ALTO GOLFO DE CALIFORNIA,2/25/2013,2/24/2015
SONORA,SAN LUIS RIO COLORADO,GOLFO DE SANTA CLARA,2603000544,"SCPP. Y A. MORENO, SC. DE RL.",CURVINA GOLFINA,BAHIA DE ADAIR A LA ZONA DE AMORTIGUAMIENTO DE LA RESERVA DEL ALTO GOLFO DE CALIFORNIA,2/25/2013,2/24/2015
SONORA,SAN LUIS RIO COLORADO,GOLFO DE SANTA CLARA,2603000544,"SCPP. Y A. MORENO, SC. DE RL.",CURVINA GOLFINA,BAHIA DE ADAIR A LA ZONA DE AMORTIGUAMIENTO DE LA RESERVA DEL ALTO GOLFO DE CALIFORNIA,2/25/2013,2/24/2015
SONORA,SAN LUIS RIO COLORADO,GOLFO DE SANTA CLARA,2603000544,"SCPP. Y A. MORENO, SC. DE RL.",CURVINA GOLFINA,BAHIA DE ADAIR A LA ZONA DE AMORTIGUAMIENTO DE LA RESERVA DEL ALTO GOLFO DE CALIFORNIA,2/25/2013,2/24/2015
SONORA,SAN LUIS RIO COLORADO,GOLFO DE SANTA CLARA,2603000544,"SCPP. Y A. MORENO, SC. DE RL.",CURVINA GOLFINA,BAHIA DE ADAIR A LA ZONA DE AMORTIGUAMIENTO DE LA RESERVA DEL ALTO GOLFO DE CALIFORNIA,2/25/2013,2/24/2015
SONORA,HERMOSILLO,BAHÍA DE KINO,2604005831,"SCPP. Y A. ISLA ALCATRAZ, SCL.",JAIBA,DEL COLORADO AL DESEMBOQUE DE LOS SERIS,6/16/2010,6/15/2014
