NO. TÍTULO,RNP,NOMBRE,MATRÍCULA,MARCA DE MOTOR,TON. NETAS,MOTOR HP
10305383223-7,03038577,ISABEL,0303121113-9 ,YAMAHA,0.840,60.00
10305383223-7,03038585 ,ISABEL II,0303183313-5 ,YAMAHA,0.840,60.00
10305399327-7,03038577,ISABEL,0303121113-9,YAMAHA,0.840,60.00
10305399327-7,03038585,ISABEL II,0303183313-5,YAMAHA,0.840,60.00
10305399327-08,03038619,RODRIGUEZ XI,03043924134,YAMAHA,0.840,60.00
10305399327-08,03038627,RODRIGUEZ XII,03043925132,SUZUKI,0.840,115.00
10305399327-08,03038635,RODRIGUEZ XIII,03043926132,HONDA,0.840,50.00
10305399327-10,03009826,CASCADAS I,0303128813-2,YAMAHA,0.840,115.00
10305399327-10,03009834,CASCADAS II,0303128913-1,YAMAHA,0.840,60.00
10305383223-10,03009826,CASCADAS  I,0303128813-2,YAMAHA,0.840,115.00
10305383223-10,03009834,CASCADAS II,0303128913-1,YAMAHA,0.840,60.00
10305399327,03004553,SARGENTO - 13,0304093013-4,JOHNSON,0.840,55.00
10305399327,03004587,SARGENTO - 21,0304093813-9,JOHNSON,0.840,55.00
10305399327,03018843,SARGENTO - 33,0304109713-3,JOHNSON,0.840,55.00
10305399327,03018858,SARGENTO - 36,0304110013-9,JOHNSON,0.840,55.00
10305399327,03004678,SARGENTO - 37,0304110113-8,EVINRUDE,0.840,55.00
10305399327,03018884,SARGENTO - 49,0304111313-7,JOHNSON,0.840,55.00
10305399327,03018793,SARGENTO - 8,0304092513-3,HONDA,0.840,75.00
10305399327,03004561,SARGENTO 19,0304093613-2,HONDA,0.840,75.00
10305399327,03018835,SARGENTO 24,0304094113-5,HONDA,0.840,75.00
10305399327,03004512,SARGENTO 3,0304092013-4,HONDA,0.840,75.00
10305399327,03018751,SARGENTO 4,0304092113-2,HONDA,0.840,75.00
10305399327,03018769,SARGENTO 5,0304092213-4,HONDA,0.840,75.00
10305399327,03018777,SARGENTO 6,0304092313-4,HONDA,0.840,75.00
10305383223,03004553 ,SARGENTO - 13,0304093013-4,JOHNSON,0.840,55.00
10305383223,03004587,SARGENTO - 21,0304093813-9,JOHNSON,0.840,55.00
10305383223,03018843,SARGENTO - 33,0304109713-3,JOHNSON,0.840,55.00
10305383223,03018858,SARGENTO - 36,0304110013-9,JOHNSON,0.840,55.00
10305383223,03004678,SARGENTO - 37,0304110113-8,EVINRUDE,0.840,55.00
10305383223,03018884,SARGENTO - 49,0304111313-7,JOHNSON,0.840,55.00
10305383223,03018793,SARGENTO - 8,0304092513-3,HONDA,0.840,75.00
10305383223,03004561,SARGENTO 19,0304093613-2,HONDA,0.840,75.00
10305383223,03018835,SARGENTO 24,0304094113-5,HONDA,0.840,75.00
10305383223,03004512,SARGENTO 3,0304092013-4,HONDA,0.840,75.00
10305383223,03018751,SARGENTO 4,0304092113-2,HONDA,0.840,75.00
10305383223,03018769,SARGENTO 5,0304092213-4,HONDA,0.840,75.00
10305383223,03018777,SARGENTO 6,0304092313-4,HONDA,0.840,75.00
1020308320463,02005262,KIKO,0201067013-6,SUZUKI,0.350,70.00
1020308320536,02025195,JOCHACA I,0201340713-1,YAMAHA,0.840,90.00
1020308320536,02025203,JOCHACA II,0201354913-4,YAMAHA,0.840,115.00
1020308320536,02000396,REALIDAD I,0201203810-6,YAMAHA,0.840,90.00
125015994101,25200643,SALVADOR 1,2502589010-9,SIN MOTOR,0.330,0.00
125015994101,25200650,SALVADOR 2,2502589110-8,SIN MOTOR,0.280,0.00
125015994101,25200668,SALVADOR 3,2502589210-3,SIN MOTOR,0.280,0.00
125015994101,25200676,SALVADOR 4,2502589310-6,SIN MOTOR,0.330,0.00
125015994101,25091661,SALVADOR 5,2502597213-8,YAMAHA,0.280,15.00
125015994101,25091679,SALVADOR 6,2502597313-8,YAMAHA,0.280,15.00
125015994101,25091687,SALVADOR 7,2502597413-6,MERCURY,0.280,15.00
125015994101,25091695,SALVADOR 8,2502597513-8,MERCURY,0.280,15.00
31804499470,18018051,EL BAGRITO,1801557913-6,MERCURY,0.350,25.00
31804499470,18018069,EL CATRIN,1801556113-3,SIN MOTOR,0.250,0.00
31804499470,18018077,EL CHACAL,1801558113-7,YAMAHA,0.250,15.00
31804499470,18028332,EL CUERVO,1801739713-8,MERCURY,0.350,30.00
31804499470,18028340,EL NAVEGANTE,1801739613-3,HONDA,0.350,30.00
31804499470,18018101,LA ARAÑA,1801555213-6,HONDA,0.350,30.00
31804499470,18028357,LA BORREGA,1801739813-9,HONDA,0.350,30.00
31804499470,18018127,LA BURRA,1801557213-2,MERCURY,0.350,25.00
31804499470,18028365,LA CARPA,1801739113-8,MERCURY,0.350,25.00
31804499470,18018143,LA CHULA,1801555813-6,HONDA,0.350,15.00
31804499470,18018150,LA CLAVE NUEVA,1801559013-3,SIN MOTOR,0.350,0.00
31804499470,18018168,LA COMBI,1801555113-6,HONDA,0.250,15.00
31804499470,18028373,LA COPA,1801739013-9,HONDA,0.280,15.00
31804499470,18018184,LA CORITA,1801557113-1,HONDA,0.350,30.00
31804499470,18032607,LA DAMA,1801759513-6,MERCURY,0.280,15.00
31804499470,18028391,LA GARZA,1801739513-6,HONDA,0.350,30.00
31804499470,18018218,LA GLORIA,1801555613-4,MERCURY,0.350,25.00
31804499470,18032615,LA INDIA,1801759113-8,MERCURY,0.350,25.00
31804499470,18028399,LA LIEBRE,1801739313-6,YAMAHA,0.350,30.00
31804499470,18028407,LA LIMA,1801739213-3,HONDA,0.350,30.00
31804499470,18018259,LA LUNA,1801558313-6,MERCURY,0.350,25.00
31804499470,18018267,LA MECHA,1801555513-2,MERCURY,0.350,25.00
31804499470,18028415,LA MOJARRA,1801739913-9,HONDA,0.350,30.00
31804499470,18018283,LA MONJA,1801555313-3,SIN MOTOR,0.250,0.00
31804499470,18018291,LA NEBLINA,1801558613-9,HONDA,0.250,15.00
31804499470,18018309,LA PALOMA,1801557413-9,HONDA,0.350,30.00
31804499470,18018317,LA PATA,1801556213-8,YAMAHA,0.350,15.00
31804499470,18018325,LA PESTAÑA,1801557813-6,HONDA,0.250,15.00
31804499470,18018333,LA PINTA,1801555413-5,HONDA,0.350,30.00
31804499470,18032623,LA PLUMA,1801759213-3,HONDA,0.350,30.00
31804499470,18018358,LA PULGA,1801557513-3,MERCURY,0.350,25.00
31804499470,18018366,LA RANA,1801740113-7,HONDA,0.350,15.00
31804499470,18018374,LA RED,1801555913-6,MERCURY,0.350,25.00
31804499470,18018382,LA REYNA,1801556513-4,MERCURY,0.350,25.00
31804499470,18028431,LA ROCA,1801740013-3,MERCURY,0.350,25.00
31804499470,18018408,LA ROSA,1801558913-3,YAMAHA,0.350,25.00
31804499470,18018416,LA TEJANA,1801556013-3,MERCURY,0.350,25.00
31804499470,18018424,LA TUNA,1801558713-6,SIN MOTOR,0.350,0.00
31804499470,18018432,LA URRACA,1801558213-1,HONDA,0.350,30.00
31804499470,18018440,LA Z,1801556913-9,HONDA,0.350,30.00
11802883226-2,18027508,EIMY,1801652813-3,YAMAHA,0.840,60.00
330064337256,30140347,COLUMBA,3002673413-1,SIN MOTOR,0.360,0.00
1260701750415,26044750,CECILIA,2601059113-6,JOHNSON,0.840,115.00
230114993325,30079172,NURY,3002092113-5,YAMAHA,0.840,48.00
114043994121,14035278,PADILLA,1402522113-8,A REMO,0.350,0.00
102063337017,02028090,PESCADORES 1,0202109113-6,YAMAHA,0.840,115.00
102063337017,02028199,PESCADORES 11,0202110113-9,YAMAHA,0.840,115.00
102063337017,02028108,PESCADORES 2,0202109213-5,YAMAHA,0.840,115.00
102063337017,02028116,PESCADORES 3,0202109313-5,YAMAHA,0.840,115.00
102063337017,02028157,PESCADORES 7,0202109713-4,YAMAHA,0.840,115.00
102063337017,02028173,PESCADORES 9,0202109913-1,YAMAHA,0.840,115.00
330064994640,30140339,LA GAVIOTA,3002350110-7,SIN MOTOR,0.360,0.00
12506499340,25260191,LUCIA BERENICE 1,2502678513-8,YAMAHA,0.840,105.00
12506499340,25260209,LUCIA BERENICE 2,2502678613-8,YAMAHA,0.840,115.00
12506499340,25260217,LUCIA BERENICE 3,2502678713-9,YAMAHA,0.840,115.00
12509899313524,25050519,MARIA LUISA,2503099313-3,MARINER,1.180,40.00
102030993219,02035269,MARIA ISABEL,0201427913-3,YAMAHA,0.840,75.00
1020308320548,02027175,BUFEO,02012150132,EVINRUDE,0.910,65.00
1020308320548,02026938,CHIMOLTRUFIA,03010656134,YAMAHA,0.840,90.00
1020308320548,02029429,EUREKA I,02013414137,SUZUKI,0.840,70.00
1020308320548,02026920,LA POPIS,02012521108,YAMAHA,0.840,60.00
1020308320548,02035111,VICTORIA I,02014234135,SUZUKI,0.840,115.00
102014993206,02030153,MELANIE I,0201376913-4,YAMAHA,1.750,115.00
102030167132,02034262,MATEO,02014260134,SUZUKI,0.840,60.00
125015993147-7,25142506,LA OLA I,25033033134,YAMAHA,0.840,75.00
11802883226-1,18027490,EL KIRO,1801656113-8,YAMAHA,1.750,115.00
126047993292,26004382,ELY,2602262213-9,MERCURY,0.840,60.00
126047993292,26005843,LOS COMPADRES,2602262113-5,MERCURY,0.840,60.00
126047993292,26006395,MALOLA II,2602261213-5,MERCURY,0.840,60.00
126047993292,26010033,SUSANA,2602261413-5,MERCURY,0.840,60.00
126047993292,26010587,YAQUI 24,2602089313-6,MERCURY,0.840,60.00
126047993292,26010603,YAQUI 26,2602089013-1,MERCURY,0.840,60.00
126047993292,26010736,YAQUI 44,2602261313-5,MERCURY,0.840,60.00
126047993292,26010769,YAQUI 49,2602089213-3,MERCURY,0.840,60.00
126047993292,26010827,YAQUI 59,2602088613-3,MERCURY,0.840,60.00
126047993292,26010868,YAQUI 61,2602089513-6,MERCURY,0.840,60.00
11804417533,18024307,S.C.P.P. A. PP SCL. IV,1801646913-9,YAMAHA,0.350,15.00
11804417533,18024315,S.C.P.P. A. PP SCL. VI,1801646813-9,YAMAHA,0.350,25.00
11804417533,18015644,S.C.P.P. A. PP SCL.IX,1801225413-2,YAMAHA,0.840,40.00
11804417533,18006197,S.C.P.P. A. PP SCL.XIII,1801224413-4,YAMAHA,0.840,40.00
11804417533,18024323,S.C.P.P. A. PP SCL.XIV,1801646713-8,YAMAHA,0.840,40.00
11804417533,18015677,S.C.P.P. A. PP SCL.XIX,1801225613-4,HONDA,0.840,30.00
11804417533,18024331,S.C.P.P. A. PP SCL.XV,1801646613-3,YAMAHA,0.840,40.00
11804417533,18006213,S.C.P.P. A. PP SCL.XVI,1801224913-2,MERCURY,0.840,40.00
11804417533,18024349,S.C.P.P. A. PP SCL.XVIII,1801646513-7,YAMAHA,0.840,40.00
11804417533,18024356,S.C.P.P. A. PP SCL.XX,1801646213-5,MERCURY,0.840,40.00
11804417533,18024364,S.C.P.P. A. PP SCL.XXIV,1801646413-0,HONDA,0.840,15.00
11804417533,18024372,S.C.P.P. A. PP SCL.XXVII,1801647013-1,SUZUKI,0.840,15.00
11804417533,18015719,S.C.P.P. A. PP SCL.XXVIII,1801226013-2,YAMAHA,0.840,25.00
11804417533,18024380,S.C.P.P. A. PP SCL.XXX,1801646313-8,HONDA,0.840,30.00
11804417533,18015628,S.C.P.P. A. PP SCL.XXXII,1801224713-3,HONDA,0.840,30.00
118028832138,18027466,LA PERICA,1801659313-9,PERKINS,2.540,65.00
1020308320539,02000263,LA CORREGIDORA,0301006313-7,YAMAHA,0.840,85.00
1020308320539,02000289,LA RECALA,0301006713-3,SUZUKI,0.840,115.00
1020308320539,02027803,LA SIEMPRE VIVA,0301066313-5,SUZUKI,0.840,115.00
1020308320539,02033587,PATRIMONIO 1,0301030313-8,SUZUKI,0.840,115.00
1020308320539,02000313,PATRIMONIO 2,0301030413-2,SUZUKI,0.840,115.00
1020308320539,02033595,PATRIMONIO 3,0301030513-7,YAMAHA,0.840,115.00
1020308320539,02000339,PATRIMONIO 4,0301030613-7,SUZUKI,0.840,115.00
1020308320539,02018109,PATRIMONIO 5,0301046013-4,SUZUKI,0.840,115.00
1020308320539,02023067,PATRIMONIO 6,0301059413-7,YAMAHA,0.840,115.00
1020308320539,02027795,PATRIMONIO 7,0301066413-9,YAMAHA,0.840,115.00
1020308320473,02012680,JAQUELINE 10,0201118213-7,HONDA,0.840,75.00
1020308320473,02012698,JAQUELINE 11,0201118313-1,YAMAHA,0.840,75.00
1020308320473,02012706,JAQUELINE 12,0201118413-5,YAMAHA,0.840,75.00
1020308320473,02012672,JAQUELINE 9,0201118113-6,HONDA,0.840,75.00
102030993211,02027456,LA MITOTERA,0201203710-1,YAMAHA,0.840,115.00
102014993204,02024719,BUFEO,0201325613-6,HONDA,0.840,90.00
102030993209,02018794,BRENDA,0201207313-1,YAMAHA,0.840,75.00
102030993209,02035236,CHOCO I,0201355813-3,YAMAHA,1.750,115.00
102030993209,02026730,CHUMBA'S,0201341913-8,YAMAHA,0.840,115.00
102030993209,02018778,DEYVA,0201228810-3,YAMAHA,0.840,60.00
102030993209,02026713,JACQUELINE # 2,0201373710-5,SUZUKI,0.840,90.00
102030993209,02018802,JENNY'S,0201240210-6,SUZUKI,0.840,90.00
102030993209,02026748,MARISOL,0201122713-1,YAMAHA,0.840,115.00
102030993209,02018786,NINFA,0201239910-9,EVINRUDE,0.840,90.00
102030993209,02022457,NOHEMI,0201290910-1,SUZUKI,0.840,90.00
102030993209,02026722,YURIKO,0201216110-2,YAMAHA,0.840,100.00
102030993210,02027761,PINKLY II,0201379313-3,EVINRUDE,0.840,100.00
125015994107A,25003856,LA PRESITA 1,2502026313-3,HONDA,0.840,30.00
125015994107A,25003864,LA PRESITA 10,2502027213-5,HONDA,0.280,48.00
125015994107A,25003872,LA PRESITA 11,2502027313-5,HONDA,0.240,50.00
125015994107A,25003880,LA PRESITA 12,2502027413-5,HONDA,0.240,15.00
125015994107A,25003898,LA PRESITA 13,2502027513-4,HONDA,0.240,15.00
125015994107A,25003906,LA PRESITA 14,2502027613-3,HONDA,0.240,20.00
125015994107A,25003914,LA PRESITA 2,2502026413-5,YAMAHA,0.840,48.00
125015994107A,25003922,LA PRESITA 3,2502026513-3,HONDA,0.840,40.00
125015994107A,25003930,LA PRESITA 4,2502026613-8,HONDA,0.280,20.00
125015994107A,25003948,LA PRESITA 5,2502026713-3,YAMAHA,0.280,25.00
125015994107A,25003955,LA PRESITA 6,2502026813-4,HONDA,0.280,20.00
125015994107A,25003963,LA PRESITA 7,2502026913-3,HONDA,0.280,48.00
125015994107A,25003971,LA PRESITA 8,2502027013-5,HONDA,0.280,20.00
125015994107A,25003989,LA PRESITA 9,2502027113-6,YAMAHA,0.280,25.00
227011832122,27069798,DEYANIRA I,2702563013-3,YAMAHA,0.840,75.00
227011832122,27069806,DEYANIRA II,2702563113-7,YAMAHA,0.840,60.00
227011832122,27069814,DEYANIRA III,2702563213-3,YAMAHA,0.840,60.00
1260478320021,26003699,CRAZY I,2602343713-7,YAMAHA,0.840,75.00
1260478320021,26003707,CRAZY II,2602343813-2,YAMAHA,0.840,115.00
1260478320021,26003715,CRAZY III,2602343913-1,YAMAHA,0.840,115.00
1260478320021,26003723,CRAZY IV,2602344013-6,YAMAHA,0.840,115.00
1260478320021,26003731,CRAZY IX,2602344513-8,YAMAHA,0.840,115.00
1260478320021,26003749,CRAZY V,2602344113-6,YAMAHA,0.840,115.00
1260478320021,26003756,CRAZY VI,2602344213-3,YAMAHA,0.840,115.00
1260478320021,26003764,CRAZY VII,2602344313-9,YAMAHA,0.840,115.00
1260478320021,26003772,CRAZY VIII,2602344413-5,YAMAHA,0.840,115.00
1260478320021,26003780,CRAZY X,2602344613-1,YAMAHA,0.840,75.00
1020308320522,02027845,GABRIELA I,0201321613-8,YAMAHA,0.840,75.00
1020308320522,02027852,GABRIELA II,0201321713-4,YAMAHA,0.840,60.00
1020308320522,02027860,GABRIELA III,0201321813-0,YAMAHA,0.840,75.00
1020308320544,02025089,BRENDA II,0201342413-5,SUZUKI,0.840,90.00
1020308320544,02025161,CLAUDIA II,0201354713-5,SUZUKI,0.840,90.00
1020308320544,02025104,DANIA II,0201354413-7,SUZUKI,0.840,90.00
1020308320544,02025146,ESTRELLA II,0201354613-3,SUZUKI,0.840,70.00
1020308320544,02014678,ITZEL I,0201213210-9,SUZUKI,0.840,115.00
1020308320544,02025112,JONY II,0201342513-4,SUZUKI,0.840,90.00
1020308320544,02025120,JOSE ROBERTO II,0201354513-0,SUZUKI,0.840,115.00
1020308320544,02016632,LAURA,0201233710-4,SUZUKI,0.840,115.00
1020308320544,02025138,MAKO II,0201342613-7,SUZUKI,0.840,70.00
1020308320544,02025187,SILVIA GUADALUPE II,0201313413-8,EVINRUDE,0.840,55.00
1020308320544,02025153,VICTORIA II,0201354813-5,SUZUKI,0.840,90.00
1020308320544,02025092,WILVER II,0201342713-3,SUZUKI,0.840,115.00
1020308320488,02002145,SCROC  13,0201134313-8,YAMAHA,0.840,60.00
1020308320488,02002152,SCROC 14,0201134413-7,HONDA,0.840,90.00
1020308320488,02002160,SCROC 15,0201134513-8,YAMAHA,0.840,60.00
1020308320488,02002178,SCROC 16,0201134613-4,YAMAHA,0.840,60.00
1020308320488,02002194,SCROC 18,0201134813-9,SUZUKI,0.840,60.00
1020308320488,02016533,SCROC 19,0201134913-8,YAMAHA,0.840,60.00
1020308320488,02016541,SCROC 20,0201135013-8,YAMAHA,0.840,60.00
1020308320488,02002046,SCROC 3,0201133313-2,YAMAHA,0.840,60.00
11804417538,18003921,ALBERTHA,1801096613-9,MERCURY,0.840,25.00
11804417538,18008581,ANA CLAUDIA,1801438713-8,HONDA,0.840,30.00
11804417538,18010181,ANGELICA,1801438813-9,JOHNSON,0.840,25.00
11804417538,18003855,BLANCA,1801095713-9,MERCURY,0.840,15.00
11804417538,18003772,CANDE,1801094913-3,SUZUKI,1.750,15.00
11804417538,18003889,DENISE,1801096013-4,YAMAHA,0.840,25.00
11804417538,18010199,DORITA,1801096713-6,YAMAHA,0.840,15.00
11804417538,18003871,EL PUMA,1801095913-9,SUZUKI,0.840,15.00
11804417538,18003814,JULIO,1801095413-1,MERCURY,0.840,15.00
11804417538,18032565,KARIME,1801438613-3,MERCURY,0.840,25.00
11804417538,18031948,KIMBERLY,1801744813-3,YAMAHA,0.840,25.00
11804417538,18032532,LA MUÑECA,1801745513-9,MERCURY,0.840,25.00
11804417538,18032557,LA NIÑA,1801373213-4,MERCURY,0.840,9.00
11804417538,18010215,LA OLGA,1801438013-3,EVINRUDE,0.840,25.00
11804417538,18003905,LOLA,1801096413-6,HONDA,0.840,15.00
11804417538,18003780,MARTHA,1801095013-2,JOHNSON,0.840,25.00
11804417538,18003897,ROSARIO,1801096213-1,YAMAHA,0.840,25.00
11804417538,18003947,SUSI,1801096813-3,SUZUKI,0.840,15.00
11804417538,18031930,TADEO,1801744413-8,EVINRUDE,0.840,25.00
11804417538,18003954,TRIANA,1801096913-3,MERCURY,0.840,25.00
102030993208,02024248,LESLI,0201334313-2,HONDA,0.840,115.00
102030993208,02018190,LOLI´S,0201240110-9,YAMAHA,0.840,115.00
102030993208,02016582,MARIA,0201207213-4,HONDA,0.840,115.00
102030993208,02032068,PAULINA,0201411913-5,YAMAHA,0.840,90.00
102030993208,02024230,YAMILETH,0201334413-8,YAMAHA,0.840,100.00
102030993208,02023828,YOSHIRO,0201334213-5,HONDA,0.840,90.00
102030993205,02029486,IVANA,0201399813-8,YAMAHA,0.840,115.00
102030993205,02024826,TAYANARA,2602354613-3,YAMAHA,0.840,115.00
23001517505,30067508,ARCOIR,3002609513-3,YAMAHA,0.350,15.00
23001517505,30001234,BARBI,3002489813-8,YAMAHA,0.350,15.00
23001517505,30001283,CANDI,3002534213-6,SUZUKI,0.350,15.00
23001517505,30067565,DELSI,3002611713-3,SUZUKI,0.350,25.00
23001517505,30101646,ERI,3002323613-7,SUZUKI,0.350,15.00
23001517505,30067557,EVELIN,3002471713-3,SUZUKI,0.350,15.00
23001517505,30001341,JAQUELINE,3002257413-2,SUZUKI,0.350,15.00
23001517505,30126791,KARINA,3002868113-9,SUZUKI,0.350,15.00
23001517505,30001424,LA FLECHA,3002475413-5,SUZUKI,0.350,15.00
23001517505,30098263,LA NIÑA,3002257313-1,YAMAHA,0.350,15.00
23001517505,30126866,LA PANCHA,3002868313-1,SUZUKI,0.350,15.00
23001517505,30107973,LA PUCHUNGUITA,3002633413-5,YAMAHA,0.350,15.00
23001517505,30068936,LA RANITA,3002475913-1,YAMAHA,0.350,15.00
23001517505,30001242,LA VENADA,3002868413-8,SUZUKI,0.350,15.00
23001517505,30001309,LUPITA,3002551313-6,SUZUKI,0.350,15.00
23001517505,30107965,MARIA,3002456213-5,YAMAHA,0.350,15.00
23001517505,30001374,MARIBEL,3002269113-3,SUZUKI,0.350,15.00
23001517505,30001226,MARISOL,3002486113-7,YAMAHA,0.350,15.00
23001517505,30001184,MITZY,3002475813-2,SUZUKI,0.350,15.00
23001517505,30126908,MONICA,3002869713-8,YAMAHA,0.350,15.00
23001517505,30126981,NADIA,3002868013-4,SUZUKI,0.350,15.00
23001517505,30001317,NAILA,3002475513-7,YAMAHA,0.350,15.00
23001517505,30001267,PERLA,3002608513-4,SUZUKI,0.350,15.00
23001517505,30068985,REYNITA,3002258913-1,SUZUKI,0.350,15.00
23001517505,30126916,ROSA MIRIAM,3002870013-3,YAMAHA,0.350,15.00
23001517505,30001200,SAMIRI,3002485813-9,SUZUKI,0.350,8.00
23001517505,30001275,YENNI,3002475713-3,YAMAHA,0.350,15.00
23001517505,30126924,ZORAYA 2,3002870313-3,YAMAHA,0.350,15.00
1180699958,18024414,ANETH,18016505133,HONDA,0.840,20.00
1180699958,18032524,ANGELINA,1801745113-8,JOHNSON,0.840,15.00
1180699958,18024430,CANDITA,18016501137,HONDA,0.840,20.00
1180699958,18024489,GLORINA,1801651413-2,YAMAHA,0.840,15.00
1180699958,18024539,LOLITA,1801650813-6,YAMAHA,0.840,25.00
1180699958,18024547,LUCERO I,1801651313-4,YAMAHA,0.840,25.00
1180699958,18031898,LUPITA,1801709713-8,JOHNSON,0.840,15.00
1180699958,18024596,NAIDETH,18016511133,HONDA,0.840,20.00
1180699958,18024604,NAOMI,18016516138,YAMAHA,0.840,50.00
1180699958,18032540,NORA,1801745713-6,MERCURY,0.840,25.00
1180699958,18024620,PEQUE I,1801649713-8,YAMAHA,0.840,15.00
125098175205,25027442,TONINA 01,2502091413-7,YAMAHA,0.840,115.00
125098175205,25027459,TONINA 02,2502091513-3,YAMAHA,0.840,60.00
125098175205,25027327,TONINA 03,2502091613-2,YAMAHA,0.840,115.00
125098175205,25027335,TONINA 04,2502091713-5,HONDA,0.840,75.00
125098175205,25027384,TONINA 05,2502091813-9,YAMAHA,0.840,75.00
125098175205,25027418,TONINA 06,2502091913-8,YAMAHA,0.840,75.00
125098175205,25027343,TONINA 07,2502092013-2,YAMAHA,0.840,90.00
125098175205,25027350,TONINA 08,2502092113-4,YAMAHA,0.840,75.00
125098175205,25063041,TONINA 09,2502092213-5,YAMAHA,0.840,75.00
125098175205,25077983,TONINA 10,2502092313-7,YAMAHA,0.840,115.00
125098175205,25062551,TONINA 11,2502092413-3,MERCURY,0.840,60.00
125098175205,25063546,TONINA 116,2502108413-8,YAMAHA,0.840,75.00
125098175205,25063470,TONINA 117,2502108513-3,YAMAHA,0.840,60.00
125098175205,25077868,TONINA 118,2502108613-3,YAMAHA,0.840,75.00
125098175205,25077892,TONINA 119,2502108713-6,MERCURY,0.840,115.00
125098175205,25077827,TONINA 12,2502092513-6,HONDA,0.840,90.00
125098175205,25077850,TONINA 120,2502108813-1,YAMAHA,0.840,60.00
125098175205,25063553,TONINA 121,2502108913-9,YAMAHA,0.840,75.00
125098175205,25063298,TONINA 122,2502109013-4,SUZUKI,0.840,70.00
125098175205,25063504,TONINA 123,2502109113-8,YAMAHA,0.840,75.00
125098175205,25077884,TONINA 124,2502109213-4,YAMAHA,0.840,115.00
125098175205,25078072,TONINA 125,2502109313-3,YAMAHA,0.840,75.00
125098175205,25077744,TONINA 126,2502109413-7,YAMAHA,0.840,60.00
125098175205,25078080,TONINA 127,2502381810-0,YAMAHA,0.840,115.00
125098175205,25077751,TONINA 128,2502109613-2,YAMAHA,0.840,115.00
125098175205,25063496,TONINA 129,2502109713-5,YAMAHA,0.840,75.00
125098175205,25078007,TONINA 13,2502092613-3,YAMAHA,0.840,115.00
125098175205,25078098,TONINA 130,2502109813-9,YAMAHA,0.840,115.00
125098175205,25063272,TONINA 131,2502109913-8,HONDA,0.840,50.00
125098175205,25078106,TONINA 132,2502110013-2,YAMAHA,0.840,75.00
125098175205,25077926,TONINA 133,2502110113-5,YAMAHA,0.840,115.00
125098175205,25077918,TONINA 134,2502110213-8,YAMAHA,0.840,115.00
125098175205,25063520,TONINA 135,2502110313-5,YAMAHA,0.840,75.00
125098175205,25063116,TONINA 136,2502770413-5,JOHNSON,0.840,105.00
125098175205,25063462,TONINA 137,2502110513-4,YAMAHA,0.840,75.00
125098175205,25063314,TONINA 138,2502110613-7,YAMAHA,0.840,115.00
125098175205,25063090,TONINA 139,2502110713-3,MERCURY,0.840,60.00
125098175205,25063082,TONINA 14,2502092713-1,YAMAHA,0.840,75.00
125098175205,25077694,TONINA 140,2502110813-9,YAMAHA,0.840,60.00
125098175205,25063322,TONINA 141,2502110913-8,YAMAHA,0.840,75.00
125098175205,25063124,TONINA 142,2502111013-5,MERCURY,0.840,75.00
125098175205,25077900,TONINA 143,2502111113-7,YAMAHA,0.840,75.00
125098175205,25077801,TONINA 144,2502111213-8,YAMAHA,0.840,115.00
125098175205,25063280,TONINA 145,2502111313-2,YAMAHA,0.840,75.00
125098175205,25077728,TONINA 146,2502111413-1,YAMAHA,0.840,115.00
125098175205,25077777,TONINA 147,2502111513-1,YAMAHA,0.840,75.00
125098175205,25063330,TONINA 148,2502111613-7,YAMAHA,0.840,75.00
125098175205,25063561,TONINA 149,2502111813-3,YAMAHA,0.840,75.00
125098175205,25078015,TONINA 15,2502092813-7,YAMAHA,0.840,75.00
125098175205,25063587,TONINA 150,2502111813-3,YAMAHA,0.840,115.00
125098175205,25063108,TONINA 151,2502111913-2,YAMAHA,0.840,60.00
125098175205,25063132,TONINA 152,2502112013-8,YAMAHA,0.840,85.00
125098175205,25063579,TONINA 153,2502112113-8,HONDA,0.840,90.00
125098175205,25077843,TONINA 154,2502112213-5,HONDA,0.840,90.00
125098175205,25063538,TONINA 155,2502112313-2,MERCURY,0.840,60.00
125098175205,25077835,TONINA 156,2502112413-8,YAMAHA,0.840,115.00
125098175205,25077710,TONINA 157,2502112513-1,YAMAHA,0.840,75.00
125098175205,25077769,TONINA 158,2502112613-4,SUZUKI,0.840,70.00
125098175205,25077702,TONINA 159,2502112713-6,YAMAHA,0.840,115.00
125098175205,25027392,TONINA 16,2502092913-6,YAMAHA,0.840,60.00
125098175205,25077785,TONINA 160,2502112813-5,YAMAHA,0.840,75.00
125098175205,25077793,TONINA 161,2502112913-5,YAMAHA,0.840,75.00
125098175205,25063140,TONINA 162,2502113013-5,YAMAHA,0.840,115.00
125098175205,25063454,TONINA 163,2502113113-2,YAMAHA,0.840,60.00
125098175205,25077686,TONINA 164,2502113213-2,YAMAHA,0.840,75.00
125098175205,25027426,TONINA 17,2502093013-5,HONDA,0.840,50.00
125098175205,25027368,TONINA 18,2502093113-3,HONDA,0.840,90.00
125098175205,25062936,TONINA 19,2502093213-7,YAMAHA,0.840,60.00
125098175205,25078023,TONINA 20,2502093313-1,MERCURY,0.840,60.00
125098175205,25063058,TONINA 21,2502093413.3,YAMAHA,0.840,60.00
125098175205,25062993,TONINA 22,2502093513-9,YAMAHA,0.840,75.00
125098175205,25063306,TONINA 23,2502093613-5,YAMAHA,0.840,75.00
